Video_Title,Total_Views,Channel_Name,Video_Link,Channel_Link,Publish_Date,Description
"Data Analysis with Python - Full Course for Beginners (Numpy, Pandas, Matplotlib, Seaborn)",2.1M views,freeCodeCamp.org,https://www.youtube.com/watch?v=r-uOLxNrNk8,https://www.youtube.com/c/Freecodecamp,2 years ago,"Learn Data Analysis with Python in this comprehensive tutorial for beginners, with exercises included! NOTE: Check description ..."
What is Natural Language Processing  {in தமிழ்}?,7.2K views,Data Engineering,https://www.youtube.com/watch?v=LAtzapS2GBU,https://www.youtube.com/c/atozknowledgevideos,4 years ago,The application of computational techniques to the analysis and synthesis of natural language and speech. Python Core ...
Data Scientist क्या होता है | Artificial Intelligence | Machine Learning | Data Analyst | HINDI,59 views,Scientific Abhay,https://www.youtube.com/watch?v=540c6bmMbQ0,https://www.youtube.com/channel/UCtTkHZqVqEI1HawpY-FXqcQ,2 years ago,"In this video I have talked about ""Data Scientist"" Role of Data Scientist, What is Data Scientist? Machine Learning VS Data ..."
Data Analyst vs Data Engineer vs Data Scientist,143K views,codebasics,https://www.youtube.com/watch?v=q9oAZwhuUy4,https://www.youtube.com/c/codebasics,2 years ago,Want to know the difference between Data Analyst vs Data Engineer vs Data Scientist? Keep watching this video to know. Data ...
Data Analytics #Datascience #SQL #Power-Bi #Python #Tableau #R #Excel #Advance Excel.,147 views,The Analytical Mind,https://www.youtube.com/watch?v=gahN2anSLDw,https://www.youtube.com/channel/UCdACNAdfNge7_dSTDVzb14w,1 year ago,This is the just introduction of what you can get from this channel....!! complete package of Data Analytics.
The Most Useful Python Libraries For Data Science (My Top 5!),236 views,Samanvay Karambhe,https://www.youtube.com/watch?v=KVAyGxGEh3w,https://www.youtube.com/c/SamanvayKarambhe,3 months ago,The great thing about coding in python is the large number of python libraries that allow you to do amazing things! I will talk about ...
"Learn data analyst skills in 3 months, step by step | Complete data analyst roadmap in 2022",1.2M views,codebasics,https://www.youtube.com/watch?v=_eAl7vuVu3U,https://www.youtube.com/c/codebasics,1 year ago,Do you want to learn data analyst skills and not sure where to start? In this video I will provide a 3 months step by step roadmap to ...
"4 reasons why you may HATE BEING a Data Scientist, but LOVE DOING Data Science",32K views,Anastasia K,https://www.youtube.com/watch?v=qPobFkotqx8,https://www.youtube.com/c/AnastasiaKVL,1 year ago,"To make sure you will like DOING Data Science and Analytics, I broke out a few areas where it's important to know if you like ..."
Machine Learning Tutorial | Machine Learning Basics | Machine Learning Algorithms | Simplilearn,194K views,Simplilearn,https://www.youtube.com/watch?v=G7fPB4OHkys,https://www.youtube.com/c/SimplilearnOfficial,4 years ago,This Machine Learning tutorial will cover the following topics: 1. Life without Machine Learning ( 01:06 ) 2. Life with Machine ...
Natural Language Processing in Python,1.1M views,PyOhio,https://www.youtube.com/watch?v=xvqsFTUsOmc,https://www.youtube.com/c/PyOhio,4 years ago,Alice Zhao https://pyohio.org/2018/schedule/presentation/38/ Natural language processing (NLP) is an exciting branch of artificial ...
Oracle SQL Tutorial | Oracle DBA | Oracle SQL for Beginners | Great Learning,525K views,Great Learning,https://www.youtube.com/watch?v=ObbNGhcxXJA,https://www.youtube.com/c/GreatLearningOfficial,1 year ago,... for Data Science: https://www.mygreatlearning.com/academy/learn-for-free/courses/sql-for-data-science?ambassador_code= ...
Understanding Numba - the Python and Numpy compiler | Christoph Deil,197 views,TAIR Pursuit - Pursuing SoTA AI,https://www.youtube.com/watch?v=BPwgGzW8T9Y,https://www.youtube.com/c/AIPursuit,2 years ago,"""Understanding Numba - the Python and Numpy compiler [EuroPython 2019 - Talk - 2019-07-11 - PyCharm] [Basel, CH] By ..."
"MySQL IN 10 MINUTES | Introduction to Databases, SQL, & MySQL",492K views,365 Data Science,https://www.youtube.com/watch?v=2bW3HuaAUcY,https://www.youtube.com/c/365DataScience,3 years ago,"This tutorial provides and introduction to Databases, SQL and the open source relational database- MySQL. Video Timestamps: ..."
Data Analytics Full Course In 5 Hours | Data Analytics For Beginners | Data Analytics | Simplilearn,24K views,Simplilearn,https://www.youtube.com/watch?v=-s0sVShQNcE,https://www.youtube.com/c/SimplilearnOfficial,Streamed 1 year ago,"Data analytics has been rapidly growing, with companies looking to generate insights and drive their business with the help of ..."
Data Is The New Oil Ft. Teradata | 033 | TBT,57K views,Muzamil Hasan,https://www.youtube.com/watch?v=ovGB_ljl7LQ,https://www.youtube.com/c/MuzamilHasan,1 year ago,"Is data the new oil. How all senses are being used in data science. Are AI, neuro networks or big data only buzz words? Are we ..."
Data Scientist Vs Data Analyst: Explained with a Formula 1 Racing example!,24K views,Great Learning,https://www.youtube.com/watch?v=lYkqQL0Tn3c,https://www.youtube.com/c/GreatLearningOfficial,4 years ago,Data Science Vs Data Analyst | What is the difference between a data scientist and a data analyst? Confused by these different ...
How Machines Learn,7.5M views,CGP Grey,https://www.youtube.com/watch?v=R9OHn5ZF4Uo,https://www.youtube.com/greymatter,4 years ago,How do all the algorithms around us learn to do their jobs? **OMG PLUSHIE BOTS!
TensorFlow 2.0 Tutorial For Beginners | TensorFlow Demo | Deep Learning & TensorFlow | Simplilearn,107K views,Simplilearn,https://www.youtube.com/watch?v=QPDsEtUK_D4,https://www.youtube.com/c/SimplilearnOfficial,2 years ago,00:00:00 Deep Learning Frameworks 00:01:32 What Is TensorFlow? 00:01:53 Features of TensorFlow 00:03:44 TensorFlow ...
"End To End Machine Learning Project Implementation With Dockers,Github Actions And Deployment",50K views,Krish Naik,https://www.youtube.com/watch?v=MJ1vWb1rGwM,https://www.youtube.com/user/krishnaik06,3 weeks ago,"... Please join as a member in my channel to get additional benefits like materials in Data Science, live streaming for Members and ..."
R for Data Science: Data Import Part 1 (r4ds05 11),132 views,R4DS Online Learning Community,https://www.youtube.com/watch?v=s5b_QkLSYeE,https://www.youtube.com/c/R4DSOnlineLearningCommunity,11 months ago,"Njoki Njuki Lucy presents the first half of Chapter 11 (""Data Import"") from R for Data Science by Hadley Wickham & Garrett ..."
Disadvantages of R for data science | DAC.digital,13 views,DAC.digital - Software Development Company,https://www.youtube.com/watch?v=ZtggbTPBpNc,https://www.youtube.com/channel/UC72df3H_-v-Zuif7wOYdOJQ,6 months ago,"Like any programming language, R has some disadvantages. - R as a language is unfortunately pretty slow and ..."
"Difference between Data Engineer, Data Analyst, Machine Learning Engineering, and Data Scientist.",656 views,Programming Cradle,https://www.youtube.com/watch?v=ndxOaA_wTsc,https://www.youtube.com/c/ProgrammingCradle,2 years ago,"Hello there, In this we will be discussing about what is the difference between Data Engineer, Data Analyst, Machine Learning ..."
The Harsh Reality of Being a Data Scientist,156K views,Sundas Khalid,https://www.youtube.com/watch?v=pn0PUY0jwGQ,https://www.youtube.com/c/SundasKhalid,1 month ago,"Data Scientist is a great role to be in but it comes with its cons. In this video, we are discussing the unglamorous side of data ..."
Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,148K views,Alex The Analyst,https://www.youtube.com/watch?v=aJ9Q10v8Nrc,https://www.youtube.com/c/AlexTheAnalyst,1 year ago,Do you need a Data Analyst Certification? Definitely an important question for anyone in the job market right now. Today we ...
Data Scientist vs Machine Learning Engineer | DS vs ML,72K views,codebasics,https://www.youtube.com/watch?v=rLvpY2v9hWQ,https://www.youtube.com/c/codebasics,1 year ago,Data science and machine learning field is growing exponentially in recent times. In this video I will be explaining the difference ...
What is Data Science?,27K views,IBM Technology,https://www.youtube.com/watch?v=RBSUwFGa6Fk,https://www.youtube.com/c/IBMTechnology,3 months ago,"Data Science is the convergence of computer science, mathematics, and business expertise and helps entrepreneurs predict, ..."
🔥Data Analysis Using Python And SQL | Data Analysis Full Course 2022 | Python | SQL | Simplilearn,40K views,Simplilearn,https://www.youtube.com/watch?v=VDH_x07Z2ls,https://www.youtube.com/c/SimplilearnOfficial,Streamed 2 months ago,"This video on Data Analysis using Python and SQL will teach you the important Python libraries and commands for data analysis, ..."
Qlik Snippets - Natural Language Processing (NLP),2.8K views,Qlik,https://www.youtube.com/watch?v=4utu3rgiIp8,https://www.youtube.com/qliktech,2 years ago,Quickly learn how Qlik unlocks analytics for more types of users with Natural Language Processing.
Geniebot for Retail - Natural Language Processing,96 views,Cover Genius,https://www.youtube.com/watch?v=_4XCcQRlljg,https://www.youtube.com/channel/UCvc9I3Sn7vKbOkXXMYPn_Wg,1 month ago,"Geniebot uses AI to recommend the right warranty at an optimized price — for sale in-store, at POS, or via texts that land before ..."
Build Awesome Data Analytics Portfolio from Scratch | 4 Portfolio Projects Ideas from my channel,4.5K views,Satyajit Pattnaik,https://www.youtube.com/watch?v=clwRV_0iBUY,https://www.youtube.com/c/SatyajitPattnaik,5 months ago,Build Awesome Data Analytics Portfolio from Scratch | 4 Portfolio Projects Ideas from my channel This video is inspired by: @Thu ...
Complete Roadmap to Become a Data Scientist,1.1M views,CodeWithHarry,https://www.youtube.com/watch?v=XnNzck5-HdQ,https://www.youtube.com/c/CodeWithHarry,2 years ago,How to become a Data Scientist: Become a self taught data scientist using this learning path. This video will teach you about data ...
Become A Data Scientist | Data Science Course,37 views,clarusway,https://www.youtube.com/watch?v=cdByqcWiOpA,https://www.youtube.com/c/clarusway,22 hours ago,Start Your Tech Career In Data Science With Clarusway In 7-9 Months!!! Data science is one of the most in-demand tech ...
Tableau Full Course - Learn Tableau in 6 Hours | Tableau Training for Beginners | Edureka,2.4M views,edureka!,https://www.youtube.com/watch?v=aHaOIvR00So,https://www.youtube.com/c/edurekaIN,3 years ago,00:00 Agenda 2:27 Introduction to Tableau & Data Visualization 2:39 What is Data Visualization? 3:37 Power of Data ...
Data Analyst vs Data Scientist ❌ You Are All Data Scientists!,208 views,DecisionForest,https://www.youtube.com/watch?v=ojXUUcNlbj4,https://www.youtube.com/c/DecisionForest,1 year ago,When it comes to data science roles people come in with an unrealistic set of expectations about what the Data Science work will ...
80/20 NumPy—NumPy for Data Science,4.6K views,Project Data Science,https://www.youtube.com/watch?v=EmA_TuC2Vdk,https://www.youtube.com/c/ProjectDataScience,1 year ago,... The 20% of NumPy that you need to know to get 80% of the value. NumPy is a numeric computation library that is the ...
Python Machine Learning Tutorial (Data Science),1.5M views,Programming with Mosh,https://www.youtube.com/watch?v=7eh4d6sabA0,https://www.youtube.com/c/programmingwithmosh,2 years ago,Want to learn more from me? Courses: https://codewithmosh.com Twitter: https://twitter.com/moshhamedani Facebook: ...
Deep Learning State of the Art (2020),1.1M views,Lex Fridman,https://www.youtube.com/watch?v=0VH1Lim8gL8,https://www.youtube.com/c/lexfridman,2 years ago,"Lecture on most recent research and developments in deep learning, and hopes for 2020. This is not intended to be a list of SOTA ..."
Why Data Science?,8.3K views,UBC Master of Data Science,https://www.youtube.com/watch?v=wk4xU1BOFQc,https://www.youtube.com/channel/UCSJ_h9eR5xIu4fgL8ko-TEA,1 year ago,"There's no question that data is affecting the way we work, live, and think about the world. Everything we do generates data and ..."
Seeing cancer by computer vision | Chris Bakal | TEDxReading,764 views,TEDx Talks,https://www.youtube.com/watch?v=k1RycrhK36Q,https://www.youtube.com/user/TEDxTalks,3 years ago,The ability of cancer cells to adopt different shapes and spread throughout the body drives 90% of cancer deaths. My idea is that ...
TOP LIBRARIES TO MASTER COMPUTER VISION,588 views,AS Learning,https://www.youtube.com/watch?v=jkSedoeoR8k,https://www.youtube.com/channel/UCUCfQj7CGRhJIgXCxdW7t7w,1 year ago,datascience #machinelearning #artificialintelligence #computervision This video tells about the six libraries which who should ...
Module 1: Introduction to Data Science for Social Scientists,15K views,Richard Landers,https://www.youtube.com/watch?v=jG6pdz4DQu8,https://www.youtube.com/c/RichardLanders,4 years ago,"Materials for the course: Data Science for Social Scientists, http://datascience.tntlab.org."
Data Scientist vs Data Analyst | Difference Between Data Scientist And Data Analyst | Simplilearn,11K views,Simplilearn,https://www.youtube.com/watch?v=juZ_Bb9Bpxs,https://www.youtube.com/c/SimplilearnOfficial,2 years ago,This Simplilearn video on Data Scientist vs. Data Analyst lists the differences between the two most popular job roles today i.e; ...
Self-Driving Car with JavaScript Course – Neural Networks and Machine Learning,1M views,freeCodeCamp.org,https://www.youtube.com/watch?v=Rs_rAxEsAvI,https://www.youtube.com/c/Freecodecamp,4 months ago,Learn how to create a neural network using JavaScript with no libraries. In this course you will learn to make a self-driving car ...
